fname,structure,h_min,w_min,h_max,w_max
854.png,NT,392,11,436,353
854.png,palate,157,225,218,308
854.png,nasal bone,129,279,137,304
854.png,nasal tip,111,251,120,274
855.png,nasal bone,79,365,88,395
855.png,nasal skin,64,362,77,391
855.png,nasal tip,59,341,68,366
855.png,thalami,145,471,226,555
855.png,NT,333,79,362,495
855.png,midbrain,226,492,316,559
855.png,IT,270,423,309,502
855.png,CM,312,390,337,494
855.png,palate,109,311,168,410
856.png,thalami,182,379,244,460
856.png,palate,150,226,208,331
856.png,IT,301,359,327,412
856.png,nasal bone,112,277,123,308
856.png,midbrain,243,402,330,461
856.png,NT,376,253,399,411
856.png,CM,333,344,357,420
122.png,midbrain,280,210,373,276
122.png,IT,343,254,369,315
122.png,CM,378,250,411,332
122.png,thalami,214,242,274,315
122.png,palate,191,363,257,484
122.png,nasal bone,153,371,165,435
122.png,nasal skin,143,398,155,431
122.png,nasal tip,138,419,149,461
122.png,NT,424,285,450,450
231.png,thalami,189,370,267,472
231.png,IT,320,361,351,433
231.png,CM,356,336,383,424
231.png,midbrain,268,404,357,477
231.png,NT,408,219,428,388
231.png,nasal tip,91,255,102,286
231.png,palate,141,235,216,342
232.png,palate,149,317,214,404
232.png,thalami,188,196,255,281
232.png,NT,403,223,427,420
232.png,midbrain,263,172,353,249
232.png,IT,323,225,350,296
232.png,CM,346,188,386,305
233.png,nasal bone,160,283,173,321
233.png,palate,187,267,243,357
233.png,thalami,212,152,284,239
233.png,NT,398,219,415,433
233.png,nasal tip,146,311,155,339
233.png,midbrain,282,140,356,192
233.png,CM,363,180,380,265
233.png,IT,328,178,354,241
233.png,nasal skin,151,297,159,321
234.png,thalami,157,253,233,348
234.png,NT,371,316,412,672
234.png,midbrain,238,229,337,312
234.png,IT,299,291,331,356
234.png,CM,339,230,363,390
234.png,palate,135,385,204,510
234.png,nasal bone,99,406,112,457
235.png,thalami,148,209,212,289
235.png,midbrain,216,185,294,246
235.png,IT,272,225,289,282
235.png,NT,333,310,361,582
235.png,CM,292,209,328,320
236.png,NT,368,117,420,432
236.png,midbrain,236,434,341,499
236.png,IT,298,392,321,445
236.png,CM,328,364,353,447
236.png,thalami,169,379,239,489
236.png,nasal tip,69,299,78,322
236.png,nasal bone,87,315,96,350
236.png,nasal skin,78,318,89,345
236.png,palate,119,263,182,348
20.png,CM,371,218,401,338
20.png,IT,329,226,365,308
20.png,nasal tip,132,395,142,424
20.png,thalami,200,200,272,288
20.png,palate,179,339,251,448
20.png,nasal bone,146,362,160,399
20.png,nasal skin,138,371,148,401
20.png,NT,386,273,437,631
20.png,midbrain,276,180,369,249
857.png,CM,349,226,394,338
857.png,midbrain,263,157,374,251
857.png,NT,399,319,429,566
857.png,thalami,190,164,272,262
857.png,IT,300,257,342,342
857.png,palate,161,288,254,438
857.png,nasal bone,127,335,141,370
857.png,nasal skin,118,342,128,373
857.png,nasal tip,113,361,120,388
858.png,thalami,201,203,278,297
858.png,NT,420,272,445,512
858.png,midbrain,282,179,374,262
858.png,IT,337,250,373,312
858.png,CM,370,224,402,348
123.png,palate,143,293,206,403
123.png,IT,295,214,324,276
123.png,thalami,161,178,231,271
123.png,NT,361,217,403,577
123.png,midbrain,236,160,329,229
123.png,nasal bone,112,313,125,369
123.png,CM,329,208,347,305
237.png,IT,301,362,346,425
237.png,NT,379,1,419,433
237.png,midbrain,239,413,350,489
237.png,nasal tip,71,265,78,290
237.png,CM,337,343,367,424
237.png,nasal skin,79,284,87,311
237.png,nasal bone,88,291,100,324
237.png,palate,121,237,198,332
237.png,thalami,170,380,241,486
238.png,nasal tip,96,280,106,311
238.png,CM,355,312,388,458
238.png,IT,314,400,345,489
238.png,midbrain,247,464,346,545
238.png,NT,348,1,426,492
238.png,thalami,162,398,252,513
238.png,palate,150,254,223,359
238.png,nasal skin,101,302,110,329
238.png,nasal bone,113,311,126,349
239.png,CM,342,328,378,450
239.png,NT,391,242,433,416
239.png,palate,131,211,202,312
239.png,nasal bone,93,263,102,288
239.png,nasal tip,77,233,84,254
239.png,nasal skin,82,260,91,285
239.png,IT,307,347,341,399
239.png,midbrain,241,384,343,476
239.png,thalami,169,356,243,462
240.png,midbrain,235,409,320,479
240.png,IT,277,356,313,434
240.png,CM,313,288,338,418
240.png,thalami,157,372,231,476
240.png,nasal tip,87,273,94,290
240.png,nasal bone,100,289,112,318
240.png,palate,129,241,192,326
240.png,NT,329,14,377,484
241.png,palate,147,323,214,419
241.png,nasal tip,97,358,106,387
241.png,nasal skin,103,342,117,370
241.png,nasal bone,113,325,128,366
241.png,thalami,178,163,254,276
241.png,IT,307,211,351,280
241.png,NT,363,260,412,674
241.png,midbrain,256,137,356,219
241.png,CM,347,203,370,312
242.png,IT,316,350,354,452
242.png,nasal tip,115,255,124,280
242.png,nasal bone,130,273,142,304
242.png,NT,378,15,428,432
242.png,thalami,176,365,261,478
242.png,midbrain,260,414,352,497
242.png,palate,161,225,226,334
242.png,CM,353,340,376,474
21.png,nasal tip,88,235,100,276
21.png,IT,307,378,341,457
21.png,nasal skin,97,270,108,307
21.png,nasal bone,107,273,120,326
21.png,NT,333,1,395,438
21.png,CM,332,345,362,451
21.png,midbrain,247,444,340,516
21.png,thalami,168,389,244,497
21.png,palate,141,204,209,322
859.png,palate,155,253,218,336
859.png,CM,339,368,365,468
859.png,IT,301,381,335,458
859.png,midbrain,245,433,337,520
859.png,NT,382,278,419,408
859.png,thalami,158,380,247,493
1538.png,palate,163,285,228,372
1538.png,nasal bone,127,322,136,355
1538.png,thalami,193,412,271,504
1538.png,NT,393,191,424,439
1538.png,midbrain,268,447,353,528
1538.png,IT,316,392,350,465
1538.png,CM,353,383,386,475
1538.png,nasal tip,111,301,120,332
860.png,thalami,169,398,243,490
860.png,midbrain,241,428,323,493
860.png,IT,286,384,318,444
860.png,palate,147,273,208,356
860.png,nasal bone,122,309,132,342
860.png,nasal skin,112,306,121,331
860.png,nasal tip,109,289,118,310
860.png,CM,321,349,355,485
860.png,NT,334,94,378,451
124.png,nasal skin,70,282,79,307
124.png,nasal tip,65,301,73,330
124.png,nasal bone,81,280,88,310
124.png,thalami,135,133,220,232
124.png,palate,115,267,180,358
124.png,CM,325,174,345,256
124.png,IT,286,174,320,238
124.png,midbrain,223,106,318,177
124.png,NT,357,184,373,407
243.png,nasal tip,141,217,152,242
243.png,CM,348,255,363,341
243.png,IT,317,295,346,346
243.png,midbrain,272,336,350,400
243.png,NT,321,17,393,334
243.png,thalami,219,311,277,387
243.png,nasal skin,146,240,157,263
243.png,nasal bone,155,241,168,268
243.png,palate,175,193,242,270
244.png,nasal bone,142,358,151,385
244.png,nasal tip,133,377,142,406
244.png,IT,330,226,364,294
244.png,midbrain,267,196,369,264
244.png,thalami,197,209,264,298
244.png,CM,351,230,392,341
244.png,NT,383,275,436,666
245.png,nasal tip,175,193,184,212
245.png,CM,337,222,363,314
245.png,IT,320,248,345,303
245.png,midbrain,293,284,345,318
245.png,NT,344,23,369,174
245.png,thalami,243,262,294,319
245.png,palate,203,177,255,238
245.png,nasal bone,186,210,198,232
245.png,nasal skin,178,214,184,237
246.png,CM,318,330,343,492
246.png,IT,286,349,312,406
246.png,midbrain,238,402,323,451
246.png,thalami,162,372,231,453
246.png,NT,357,243,384,414
246.png,nasal bone,90,281,103,321
246.png,palate,125,217,195,334
247.png,IT,294,249,315,295
247.png,midbrain,264,284,330,333
247.png,NT,344,108,390,306
247.png,thalami,213,270,258,338
247.png,CM,315,234,343,289
247.png,nasal bone,135,224,147,255
247.png,nasal skin,128,227,134,251
247.png,nasal tip,121,213,128,236
247.png,palate,155,180,213,261
248.png,nasal bone,106,318,119,349
248.png,palate,136,296,196,384
248.png,thalami,153,181,219,262
248.png,NT,339,200,380,531
248.png,midbrain,223,157,300,228
248.png,IT,268,199,295,260
248.png,CM,301,181,320,256
861.png,thalami,186,338,259,432
861.png,midbrain,261,374,349,447
861.png,IT,322,325,344,397
861.png,CM,354,299,372,411
861.png,NT,389,1,428,382
861.png,nasal tip,109,231,116,260
861.png,nasal skin,114,250,123,279
861.png,palate,159,222,222,296
861.png,nasal bone,124,249,134,280
862.png,midbrain,232,182,309,255
862.png,palate,125,334,194,446
862.png,nasal bone,93,349,102,388
862.png,nasal tip,79,373,86,410
862.png,thalami,159,201,230,282
862.png,NT,352,255,393,455
862.png,CM,318,198,339,337
862.png,IT,276,225,308,321
1539.png,nasal bone,159,233,172,258
1539.png,CM,336,192,361,247
1539.png,IT,315,181,340,225
1539.png,midbrain,276,147,334,187
1539.png,NT,351,214,390,363
1539.png,thalami,226,136,275,204
1539.png,nasal tip,147,259,154,274
1539.png,palate,179,239,230,310
1539.png,nasal skin,154,234,161,257
125.png,nasal tip,101,305,110,336
125.png,NT,380,191,406,439
125.png,nasal skin,107,321,117,352
125.png,thalami,172,405,248,499
125.png,CM,340,392,368,466
125.png,palate,149,275,217,371
125.png,midbrain,254,444,342,513
125.png,nasal bone,115,323,126,362
125.png,IT,308,404,336,452
249.png,nasal tip,75,269,84,285
249.png,midbrain,257,395,353,465
249.png,IT,303,339,353,396
249.png,NT,381,193,425,395
249.png,thalami,188,352,252,462
249.png,palate,123,241,196,322
249.png,nasal skin,84,288,93,309
249.png,CM,337,304,373,435
249.png,nasal bone,95,285,108,314
250.png,CM,288,319,351,461
250.png,nasal tip,70,262,77,283
250.png,nasal skin,85,281,92,303
250.png,midbrain,236,389,324,448
250.png,palate,115,237,182,322
250.png,NT,356,18,401,460
250.png,thalami,166,364,238,463
250.png,IT,290,341,319,398
250.png,nasal bone,89,291,98,316
251.png,nasal tip,102,288,112,311
251.png,nasal bone,114,302,126,339
251.png,palate,151,263,221,364
251.png,thalami,176,411,258,497
251.png,NT,382,2,443,451
251.png,midbrain,262,424,347,477
251.png,IT,307,395,336,452
252.png,midbrain,292,311,378,355
252.png,NT,404,173,428,329
252.png,IT,336,283,372,317
252.png,palate,175,141,245,233
252.png,nasal tip,134,170,141,190
252.png,thalami,216,275,288,357
252.png,CM,364,231,392,322
253.png,CM,317,278,340,366
253.png,NT,358,176,385,331
253.png,midbrain,218,342,324,401
253.png,thalami,135,304,211,392
253.png,IT,280,300,313,346
253.png,nasal bone,85,211,95,246
253.png,palate,121,150,185,265
253.png,nasal tip,70,180,80,217
22.png,nasal skin,95,333,105,362
22.png,nasal bone,106,325,119,385
22.png,nasal tip,91,310,99,341
22.png,CM,339,424,362,501
22.png,IT,302,445,331,512
22.png,midbrain,247,484,340,560
22.png,NT,369,176,399,553
22.png,thalami,167,432,250,543
863.png,IT,311,364,345,426
863.png,nasal bone,84,314,98,342
863.png,nasal skin,73,316,83,343
863.png,nasal tip,65,283,72,308
863.png,midbrain,252,412,344,467
863.png,NT,372,95,429,517
863.png,thalami,180,385,243,484
863.png,CM,343,332,386,404
863.png,palate,111,251,184,340
864.png,nasal tip,93,296,102,320
864.png,nasal skin,102,320,113,344
864.png,midbrain,258,441,343,496
864.png,CM,349,353,366,452
864.png,nasal bone,112,319,128,368
864.png,palate,141,266,207,355
864.png,IT,308,406,341,455
864.png,thalami,176,385,262,492
864.png,NT,382,229,402,427
126.png,CM,318,284,353,359
126.png,IT,296,307,312,363
126.png,midbrain,261,346,319,392
126.png,nasal skin,109,280,114,307
126.png,nasal bone,117,273,130,304
126.png,palate,139,219,206,304
126.png,nasal tip,101,243,108,278
126.png,thalami,203,328,256,410
254.png,IT,329,237,348,314
254.png,midbrain,264,196,354,260
254.png,NT,405,284,439,602
254.png,nasal skin,124,374,137,400
254.png,thalami,190,205,258,301
254.png,nasal tip,119,399,128,426
254.png,palate,167,347,222,458
254.png,nasal bone,135,363,142,396
254.png,CM,362,210,396,331
255.png,palate,193,217,244,298
255.png,nasal skin,158,256,169,297
255.png,thalami,217,324,287,406
255.png,nasal tip,157,243,162,276
255.png,CM,353,280,371,364
255.png,IT,321,312,354,365
255.png,midbrain,287,357,363,427
255.png,NT,373,21,394,335
255.png,nasal bone,170,261,181,293
256.png,nasal bone,89,381,102,422
256.png,NT,396,287,425,491
256.png,midbrain,242,221,339,284
256.png,CM,345,266,381,362
256.png,palate,119,363,200,484
256.png,nasal tip,71,431,82,450
256.png,thalami,161,216,238,325
256.png,IT,305,267,338,342
257.png,NT,340,234,360,384
257.png,midbrain,247,186,309,246
257.png,thalami,184,196,242,271
257.png,CM,308,233,328,318
257.png,nasal tip,107,333,114,354
257.png,nasal skin,112,318,119,335
257.png,nasal bone,121,307,132,334
257.png,palate,141,311,200,378
257.png,IT,280,238,307,292
258.png,midbrain,243,396,337,471
258.png,CM,327,342,360,467
258.png,IT,297,349,329,414
258.png,NT,359,224,392,419
258.png,thalami,161,354,239,442
258.png,nasal tip,81,249,90,281
258.png,nasal skin,86,262,95,295
258.png,nasal bone,99,273,112,304
258.png,palate,131,213,192,318
259.png,thalami,159,138,285,315
259.png,IT,310,248,339,300
259.png,CM,343,199,368,348
259.png,midbrain,281,173,340,246
259.png,NT,382,235,414,452
23.png,thalami,201,360,274,444
23.png,midbrain,277,406,360,469
23.png,IT,321,360,351,412
23.png,CM,356,350,381,415
23.png,NT,397,257,430,395
23.png,nasal bone,144,297,157,331
865.png,nasal tip,147,199,156,230
865.png,nasal skin,152,226,160,253
865.png,nasal bone,161,226,173,264
865.png,palate,187,177,264,282
865.png,CM,361,271,386,378
865.png,IT,334,291,347,350
865.png,midbrain,280,343,360,386
865.png,NT,392,72,412,352
865.png,thalami,218,313,274,382
127.png,nasal tip,73,289,80,316
127.png,nasal bone,89,319,98,346
127.png,midbrain,257,422,340,501
127.png,NT,367,65,409,320
127.png,thalami,190,384,252,482
127.png,nasal skin,80,316,91,347
260.png,thalami,152,162,244,277
260.png,midbrain,247,151,343,226
260.png,nasal tip,79,385,88,418
260.png,nasal bone,95,343,110,401
260.png,NT,343,240,396,634
260.png,IT,308,203,343,270
260.png,CM,348,219,365,331
261.png,midbrain,212,377,294,446
261.png,IT,263,340,287,384
261.png,CM,290,299,315,366
261.png,NT,324,260,337,379
261.png,thalami,154,356,214,431
262.png,CM,356,379,381,490
262.png,IT,325,383,349,463
262.png,NT,403,267,429,428
262.png,thalami,180,411,249,502
262.png,midbrain,258,451,353,509
263.png,thalami,142,227,215,310
263.png,midbrain,217,200,314,275
263.png,IT,279,250,307,320
263.png,CM,318,250,341,347
263.png,nasal skin,87,381,100,417
263.png,nasal tip,80,407,95,443
263.png,nasal bone,98,356,114,407
263.png,NT,344,224,383,523
264.png,thalami,190,344,257,420
264.png,NT,371,2,398,347
264.png,nasal tip,111,253,118,278
264.png,palate,153,231,208,314
264.png,nasal skin,116,278,125,303
264.png,nasal bone,127,273,139,318
264.png,midbrain,260,372,338,428
264.png,IT,303,329,328,388
264.png,CM,329,288,354,373
265.png,NT,316,19,342,229
265.png,midbrain,221,298,300,338
265.png,IT,268,275,297,319
265.png,CM,291,243,314,291
265.png,nasal tip,103,178,110,197
265.png,nasal skin,109,199,116,219
265.png,nasal bone,118,201,127,224
265.png,thalami,168,284,220,352
265.png,palate,140,158,205,255
24.png,nasal tip,127,157,134,176
24.png,palate,161,133,220,210
24.png,nasal bone,139,173,150,200
24.png,IT,294,236,310,283
24.png,midbrain,247,273,314,312
24.png,NT,347,5,377,277
24.png,thalami,200,243,246,302
24.png,nasal skin,130,176,138,197
24.png,CM,317,205,337,279
866.png,nasal tip,213,257,219,272
866.png,nasal bone,225,233,235,254
866.png,nasal skin,218,240,225,257
866.png,CM,374,138,398,207
866.png,IT,358,153,379,203
866.png,midbrain,321,117,381,166
866.png,NT,401,163,421,405
866.png,thalami,268,123,316,194
866.png,palate,245,194,312,296
1540.png,nasal tip,115,179,122,196
1540.png,nasal skin,118,197,126,221
1540.png,nasal bone,127,197,138,224
1540.png,palate,155,159,214,234
1540.png,CM,318,254,346,332
1540.png,IT,290,271,311,325
1540.png,midbrain,244,308,313,358
1540.png,NT,339,16,373,313
1540.png,thalami,191,278,248,354
867.png,nasal tip,89,287,98,318
867.png,nasal skin,96,316,104,339
867.png,nasal bone,107,312,119,344
867.png,palate,139,243,200,349
867.png,midbrain,249,449,349,517
867.png,NT,373,144,398,481
867.png,CM,341,364,363,459
867.png,thalami,161,396,248,494
867.png,IT,310,406,343,470
2.png,nasal tip,91,269,102,308
2.png,nasal bone,109,303,118,334
2.png,palate,142,255,200,351
2.png,CM,334,362,352,458
2.png,nasal skin,94,297,105,317
2.png,midbrain,243,440,332,506
2.png,NT,380,109,409,386
2.png,thalami,172,408,235,488
2.png,IT,292,381,327,452
266.png,thalami,230,199,294,298
266.png,NT,404,381,459,672
266.png,midbrain,296,191,376,279
266.png,CM,371,175,401,330
266.png,palate,167,341,224,426
266.png,nasal bone,135,337,144,380
266.png,nasal skin,122,351,131,377
266.png,nasal tip,117,375,125,394
266.png,IT,340,259,368,321
267.png,nasal bone,125,323,140,372
267.png,nasal tip,111,359,118,388
267.png,nasal skin,112,334,123,367
267.png,CM,354,170,381,343
267.png,IT,317,235,350,308
267.png,midbrain,265,195,353,268
267.png,NT,375,234,416,530
267.png,thalami,197,197,261,286
268.png,IT,235,214,254,267
268.png,midbrain,192,178,256,228
268.png,thalami,145,179,189,245
268.png,palate,103,282,159,363
268.png,nasal bone,81,287,92,318
268.png,nasal skin,74,302,82,320
268.png,nasal tip,68,319,76,340
268.png,CM,262,209,277,294
268.png,NT,287,276,302,349
269.png,NT,371,238,427,671
269.png,nasal bone,119,350,135,393
269.png,palate,162,331,224,447
269.png,CM,356,195,384,328
269.png,IT,311,195,355,287
269.png,midbrain,243,139,345,225
269.png,nasal tip,106,380,122,413
269.png,thalami,157,173,242,285
270.png,palate,161,326,225,430
270.png,nasal bone,125,329,138,383
270.png,nasal skin,116,365,124,384
270.png,thalami,194,195,262,281
270.png,NT,390,271,412,423
270.png,midbrain,264,197,341,265
270.png,IT,314,238,337,296
270.png,CM,352,200,369,323
270.png,nasal tip,111,378,119,400
25.png,CM,369,242,390,344
25.png,thalami,193,211,275,308
25.png,NT,399,260,432,673
25.png,IT,328,241,363,316
25.png,midbrain,281,189,364,263
25.png,nasal tip,123,403,132,422
25.png,nasal skin,128,384,135,407
25.png,nasal bone,138,369,151,406
25.png,palate,175,353,237,450
868.png,CM,325,212,357,334
868.png,palate,132,348,213,476
868.png,nasal bone,92,376,114,426
868.png,nasal skin,82,408,96,449
868.png,nasal tip,82,451,91,477
868.png,IT,293,247,318,315
868.png,midbrain,229,216,317,264
868.png,NT,391,280,419,471
868.png,thalami,168,213,225,292
869.png,nasal tip,111,370,120,406
869.png,nasal skin,116,349,127,375
869.png,nasal bone,124,335,137,378
869.png,palate,164,319,222,430
869.png,CM,365,230,393,315
869.png,midbrain,271,160,365,228
869.png,thalami,184,162,264,268
869.png,IT,325,202,365,279
869.png,NT,405,221,424,480
815.png,nasal bone,122,293,134,343
815.png,nasal skin,113,313,123,339
815.png,nasal tip,110,336,117,367
815.png,IT,322,193,363,255
815.png,thalami,193,148,262,236
815.png,NT,394,216,417,396
815.png,midbrain,264,142,366,202
815.png,CM,360,179,388,283
271.png,nasal bone,143,377,155,430
271.png,nasal skin,134,392,145,423
271.png,palate,189,361,244,451
271.png,nasal tip,127,419,136,446
271.png,thalami,205,207,289,307
271.png,NT,424,197,478,451
271.png,midbrain,294,192,382,271
271.png,IT,353,238,379,307
271.png,CM,387,240,417,331
272.png,midbrain,236,186,327,250
272.png,palate,129,321,196,448
272.png,nasal bone,87,333,102,378
272.png,nasal tip,73,381,80,404
272.png,IT,297,234,332,291
272.png,NT,374,271,401,477
272.png,thalami,157,191,235,283
272.png,CM,333,193,357,298
273.png,CM,355,215,370,336
273.png,NT,391,256,456,705
273.png,thalami,164,218,249,320
273.png,midbrain,253,194,341,260
273.png,IT,311,252,338,322
273.png,palate,151,356,219,468
